carrier_name|id
Carrier 975536|1289
Carrier 797109|1290
Carrier 78583|1291
Carrier 1071582|1292
Carrier 52627|1293
Carrier 1365154|1294
Carrier 1276652|1295
Carrier 1396262|1296
Carrier 1535722|1297
Carrier 454511|1298
Carrier 1378107|1299
Carrier 967405|1300
Carrier 1695371|1301
Carrier 950663|1302
Carrier 982548|1303
Carrier 47140|1304
Carrier 1065421|1305
Carrier 75697|1306
Carrier 54676|1307
Carrier 1695195|1308
Carrier 1056260|1309
Carrier 1695762|1310
Carrier 44275|1311
Carrier 1695167|1312
Carrier 995968|1313
Carrier 72730|1314
Carrier 1693533|1315
Carrier 361652|1316
Carrier 1360635|1317
Carrier 1011211|1318
Carrier 15036|1319
Carrier 1383428|1320
Carrier 1541941|1321
Carrier 1073775|1322
Carrier 36473|1323
Carrier 1695184|1324
Carrier 360228|1325
Carrier 1039545|1326
Carrier 1019824|1327
Carrier 1695622|1328
Carrier 45211|1329
Carrier 552905|1330
Carrier 1695623|1331
Carrier 74133|1332
Carrier 776774|1333
Carrier 1021495|1334
Carrier 1223993|1335
Carrier 1695373|1336
Carrier 1099925|1337
Carrier 1377349|1338
Carrier 1072503|1339
Carrier 1012042|1340
Carrier 398963|1341
Carrier 1695428|1342
Carrier 1695491|1343
Carrier 1215371|1344
Carrier 1607668|1345
Carrier 1037782|1346
Carrier 962856|1347
Carrier 1477624|1348
Carrier 1026167|1349
Carrier 1401911|1350
Carrier 1598202|1351
Carrier 1664678|1352
Carrier 1060824|1353
Carrier 1462770|1354
Carrier 1081611|1355
Carrier 1511360|1356
Carrier 53313|1357
Carrier 83148|1358
Carrier 558587|1359
Carrier 86753|1360
Carrier 970643|1361
Carrier 1395917|1362
Carrier 1695363|1363
Carrier 1695635|1364
Carrier 1614220|1365
Carrier 1230028|1366
Carrier 1042669|1367
Carrier 35925|1368
Carrier 1695266|1369
Carrier 93616|1370
Carrier 1652195|1371
Carrier 1031979|1372
Carrier 1406065|1373
Carrier 1695829|1374
Carrier 1029012|1375
Carrier 62084|1376
Carrier 24871|1377
Carrier 84570|1378
Carrier 1523037|1379
Carrier 95300|1380
Carrier 1082082|1381
Carrier 1215497|1382
Carrier 1393046|1383
Carrier 554600|1384
Carrier 1695447|1385
Carrier 1080621|1386
Carrier 20193|1387
Carrier 1605508|1388
Carrier 1693573|1389
Carrier 1357003|1390
Carrier 1366307|1391
Carrier 1693590|1392
Carrier 1695258|1393
Carrier 67639|1394
Carrier 1416008|1395
Carrier 9651|1396
Carrier 720653|1397
Carrier 94667|1398
Carrier 101953|1399
Carrier 1452001|1400
Carrier 957045|1401
Carrier 1695461|1402
Carrier 1072777|1403
Carrier 1550829|1404
Carrier 94197|1405
Carrier 983258|1406
Carrier 1352956|1407
Carrier 491840|1408
Carrier 1526325|1409
Carrier 1689911|1410
Carrier 1057610|1411
Carrier 1694149|1412
Carrier 1695607|1413
Carrier 1695066|1414
Carrier 1533562|1415
Carrier 1362312|1416
Carrier 1215293|1417
Carrier 1693574|1418
Carrier 116700|1419
Carrier 74294|1420
Carrier 98244|1421
Carrier 1040363|1422
Carrier 461294|1423
Carrier 1537680|1424
Carrier 737910|1425
Carrier 922672|1426
Carrier 106138|1427
Carrier 1386087|1428
Carrier 1059377|1429
Carrier 831977|1430
Carrier 86598|1431
Carrier 1558859|1432
Carrier 1448922|1433
Carrier 1085726|1434
Carrier 1455946|1435
Carrier 1215415|1436
Carrier 257959|1437
Carrier 1619928|1438
Carrier 1346406|1439
Carrier 452009|1440
Carrier 1038801|1441
Carrier 1695553|1442
Carrier 179386|1443
Carrier 1663138|1444
Carrier 155423|1445
Carrier 503149|1446
Carrier 1063135|1447
Carrier 1695086|1448
Carrier 1065339|1449
Carrier 590210|1450
Carrier 311629|1451
Carrier 1426045|1452
Carrier 997743|1453
Carrier 1080668|1454
Carrier 1018846|1455
Carrier 55988|1456
Carrier 985688|1457
Carrier 1248660|1458
Carrier 1693556|1459
Carrier 1695597|1460
Carrier 1087076|1461
Carrier 1686218|1462
Carrier 1695346|1463
Carrier 1284276|1464
Carrier 1694518|1465
Carrier 1695291|1466
Carrier 943751|1467
Carrier 1695799|1468
Carrier 958298|1469
Carrier 1248127|1470
Carrier 1207136|1471
Carrier 1314315|1472
Carrier 952234|1473
Carrier 1373640|1474
Carrier 1066478|1475
Carrier 1695370|1476
Carrier 68743|1477
Carrier 159867|1478
Carrier 1056996|1479
Carrier 1309197|1480
Carrier 1087619|1481
Carrier 1553953|1482
Carrier 1596270|1483
Carrier 38761|1484
Carrier 1558665|1485
Carrier 109758|1486
Carrier 1693783|1487
Carrier 1692848|1488
Carrier 13598|1489
Carrier 1073510|1490
Carrier 30532|1491
Carrier 78959|1492
Carrier 116150|1493
Carrier 1575929|1494
Carrier 1693538|1495
Carrier 1343557|1496
Carrier 1462791|1497
Carrier 977864|1498
Carrier 1695178|1499
Carrier 62322|1500
Carrier 364430|1501
Carrier 1287561|1502
Carrier 1218732|1503
Carrier 928826|1504
Carrier 38035|1505
Carrier 96779|1506
Carrier 1693583|1507
Carrier 1215457|1508
Carrier 1695150|1509
Carrier 691599|1510
Carrier 1017530|1511
Carrier 46264|1512
Carrier 1340531|1513
Carrier 1621274|1514
Carrier 1328445|1515
Carrier 65685|1516
Carrier 1042301|1517
Carrier 599087|1518
Carrier 1282172|1519
Carrier 30014|1520
Carrier 1376474|1521
Carrier 375555|1522
Carrier 770385|1523
Carrier 6278|1524
Carrier 1530261|1525
Carrier 82244|1526
Carrier 77587|1527
Carrier 1695464|1528
Carrier 1695544|1529
Carrier 703514|1530
Carrier 1695583|1531
Carrier 490311|1532
Carrier 100746|1533
Carrier 1064075|1534
Carrier 1176466|1535
Carrier 53703|1536
Carrier 1695863|1537
Carrier 103600|1538
Carrier 942333|1539
Carrier 1247885|1540
Carrier 1631762|1541
Carrier 1576503|1542
Carrier 1695673|1543
Carrier 11107|1544
Carrier 367380|1545
Carrier 1147761|1546
Carrier 1612333|1547
Carrier 972736|1548
Carrier 567581|1549
Carrier 1556250|1550
Carrier 611154|1551
Carrier 65851|1552
Carrier 1693589|1553
Carrier 39446|1554
Carrier 719977|1555
Carrier 370869|1556
Carrier 23185|1557
Carrier 22653|1558
Carrier 1244343|1559
Carrier 1695381|1560
Carrier 1235511|1561
Carrier 186649|1562
Carrier 1680078|1563
Carrier 984506|1564
Carrier 1336415|1565
Carrier 1418529|1566
Carrier 1042270|1567
Carrier 109400|1568
Carrier 1390882|1569
Carrier 1086251|1570
Carrier 1563365|1571
Carrier 1532550|1572
Carrier 739123|1573
Carrier 624032|1574
Carrier 1215449|1575
Carrier 1473376|1576
Carrier 984595|1577
Carrier 1383745|1578
Carrier 1695188|1579
Carrier 981000|1580
Carrier 1314803|1581
Carrier 84650|1582
Carrier 863302|1583
Carrier 1285611|1584
Carrier 26662|1585
Carrier 33842|1586
Carrier 79411|1587
Carrier 1695403|1588
Carrier 72232|1589
Carrier 1067071|1590
Carrier 22875|1591
Carrier 1456022|1592
Carrier 105285|1593
Carrier 1695008|1594
Carrier 68695|1595
Carrier 91606|1596
Carrier 1034376|1597
Carrier 996559|1598
Carrier 641522|1599
Carrier 1561606|1600
Carrier 944166|1601
Carrier 1668271|1602
Carrier 1560089|1603
Carrier 1009751|1604
Carrier 956851|1605
Carrier 1456009|1606
Carrier 40286|1607
Carrier 1497907|1608
Carrier 1311774|1609
Carrier 17228|1610
Carrier 1073000|1611
Carrier 676076|1612
Carrier 33924|1613
Carrier 1695630|1614
Carrier 377375|1615
Carrier 1439150|1616
Carrier 200419|1617
Carrier 1693532|1618
Carrier 1695172|1619
Carrier 1247239|1620
Carrier 1693724|1621
Carrier 77153|1622
Carrier 1695368|1623
Carrier 1572618|1624
Carrier 93868|1625
Carrier 1343372|1626
Carrier 1603665|1627
Carrier 82712|1628
Carrier 87352|1629
Carrier 1693395|1630
Carrier 1240254|1631
Carrier 1362519|1632
Carrier 38397|1633
Carrier 21845|1634
Carrier 1276904|1635
Carrier 1178770|1636
Carrier 1054239|1637
Carrier 1385101|1638
Carrier 111635|1639
Carrier 1695281|1640
Carrier 1695168|1641
Carrier 1695624|1642
Carrier 1067836|1643
Carrier 1375672|1644
Carrier 77479|1645
Carrier 1694875|1646
Carrier 1286135|1647
Carrier 822409|1648
Carrier 1565966|1649
Carrier 1559850|1650
Carrier 1693553|1651
Carrier 978321|1652
Carrier 1693719|1653
Carrier 92157|1654
Carrier 5046|1655
Carrier 76994|1656
Carrier 341997|1657
Carrier 9610|1658
Carrier 1570109|1659
Carrier 1013471|1660
Carrier 10589|1661
Carrier 1695726|1662
Carrier 1453341|1663
Carrier 1032150|1664
Carrier 67837|1665
Carrier 1046673|1666
Carrier 1372858|1667
Carrier 1066565|1668
Carrier 994003|1669
Carrier 1266886|1670
Carrier 664|1671
Carrier 464981|1672
Carrier 1558758|1673
Carrier 835102|1674
Carrier 118956|1675
Carrier 34070|1676
Carrier 1084218|1677
Carrier 115190|1678
Carrier 1695629|1679
Carrier 945233|1680
Carrier 22948|1681
Carrier 1039317|1682
Carrier 171381|1683
Carrier 1348341|1684
Carrier 1514968|1685
Carrier 546141|1686
Carrier 1695364|1687
Carrier 1695695|1688
Carrier 1476802|1689
Carrier 1416618|1690
Carrier 1576315|1691
Carrier 1695566|1692
Carrier 1235861|1693
Carrier 79789|1694
Carrier 1235804|1695
Carrier 1695378|1696
Carrier 972012|1697
Carrier 1319275|1698
Carrier 112421|1699
Carrier 21819|1700
Carrier 1695361|1701
Carrier 1357797|1702
Carrier 1066338|1703
Carrier 1012481|1704
Carrier 1655917|1705
Carrier 928484|1706
Carrier 1207457|1707
Carrier 1025614|1708
Carrier 594541|1709
Carrier 21821|1710
Carrier 1247402|1711
Carrier 479741|1712
Carrier 80899|1713
Carrier 1390969|1714
Carrier 1433612|1715
Carrier 1658119|1716
Carrier 1017814|1717
Carrier 1215422|1718
Carrier 428828|1719
Carrier 1004886|1720
Carrier 680195|1721
Carrier 1694001|1722
Carrier 1232674|1723
Carrier 1105304|1724
Carrier 1337148|1725
Carrier 951595|1726
Carrier 1639060|1727
Carrier 45305|1728
Carrier 645471|1729
Carrier 1048470|1730
Carrier 303317|1731
Carrier 1640414|1732
Carrier 82271|1733
Carrier 1159765|1734
Carrier 1198013|1735
Carrier 1300149|1736
Carrier 13841|1737
Carrier 71315|1738
Carrier 826139|1739
Carrier 807783|1740
Carrier 7796|1741
Carrier 1464833|1742
Carrier 1240629|1743
Carrier 955586|1744
Carrier 1385826|1745
Carrier 832217|1746
Carrier 960719|1747
Carrier 67241|1748
Carrier 1480060|1749
Carrier 18801|1750
Carrier 55501|1751
Carrier 1516072|1752
Carrier 1352695|1753
Carrier 1693504|1754
Carrier 1695235|1755
Carrier 15344|1756
Carrier 408796|1757
Carrier 60807|1758
Carrier 1383026|1759
Carrier 306517|1760
Carrier 974751|1761
Carrier 1468132|1762
Carrier 893486|1763
Carrier 1538652|1764
Carrier 62196|1765
Carrier 142096|1766
Carrier 1291786|1767
Carrier 54491|1768
Carrier 1333664|1769
Carrier 1634011|1770
Carrier 1072986|1771
Carrier 1695276|1772
Carrier 678706|1773
Carrier 9419|1774
Carrier 72458|1775
Carrier 1399434|1776
Carrier 956499|1777
Carrier 1057935|1778
Carrier 998030|1779
Carrier 1652859|1780
Carrier 25379|1781
Carrier 368229|1782
Carrier 1214406|1783
Carrier 690843|1784
Carrier 46636|1785
Carrier 1044756|1786
Carrier 37131|1787
Carrier 479062|1788
Carrier 1624707|1789
Carrier 1444498|1790
Carrier 1075872|1791
Carrier 1695146|1792
Carrier 1068610|1793
Carrier 953240|1794
Carrier 1695069|1795
Carrier 332736|1796
Carrier 1695803|1797
Carrier 1358580|1798
Carrier 1356147|1799
Carrier 71756|1800
Carrier 1695765|1801
Carrier 1694200|1802
Carrier 1219386|1803
Carrier 1457232|1804
Carrier 721815|1805
Carrier 964206|1806
Carrier 1012575|1807
Carrier 616661|1808
Carrier 66974|1809
Carrier 852500|1810
Carrier 31263|1811
Carrier 1647614|1812
Carrier 1695151|1813
Carrier 1150261|1814
Carrier 1288244|1815
Carrier 98964|1816
Carrier 613999|1817
Carrier 1247580|1818
Carrier 1412944|1819
Carrier 1015820|1820
Carrier 1006883|1821
Carrier 1020389|1822
Carrier 55909|1823
Carrier 33490|1824
Carrier 690733|1825
Carrier 1087552|1826
Carrier 1054213|1827
Carrier 11147|1828
Carrier 27246|1829
Carrier 1357758|1830
Carrier 1532679|1831
Carrier 1239696|1832
Carrier 1472021|1833
Carrier 1014395|1834
Carrier 968757|1835
Carrier 36348|1836
Carrier 24079|1837
Carrier 1695689|1838
Carrier 1325031|1839
Carrier 1695244|1840
Carrier 1694888|1841
Carrier 1070138|1842
Carrier 90912|1843
Carrier 88698|1844
Carrier 1419154|1845
Carrier 14295|1846
Carrier 110438|1847
Carrier 1011392|1848
Carrier 1027404|1849
Carrier 7364|1850
Carrier 1693508|1851
Carrier 1693552|1852
Carrier 1150133|1853
Carrier 621541|1854
Carrier 367437|1855
Carrier 982281|1856
Carrier 1290956|1857
Carrier 28707|1858
Carrier 1282457|1859
Carrier 1420138|1860
Carrier 859067|1861
Carrier 1517735|1862
Carrier 22386|1863
Carrier 1288132|1864
Carrier 1695494|1865
Carrier 18406|1866
Carrier 1695182|1867
Carrier 1192813|1868
Carrier 718215|1869
Carrier 983407|1870
Carrier 1215303|1871
Carrier 1695147|1872
Carrier 1361575|1873
Carrier 1507176|1874
Carrier 1686454|1875
Carrier 374310|1876
Carrier 1027332|1877
Carrier 1693537|1878
Carrier 1236708|1879
Carrier 60917|1880
Carrier 1079133|1881
Carrier 1695347|1882
Carrier 1449921|1883
Carrier 1227091|1884
Carrier 65896|1885
Carrier 1020284|1886
Carrier 249023|1887
Carrier 1331962|1888
Carrier 1040375|1889
Carrier 1402429|1890
Carrier 1396953|1891
Carrier 2058|1892
Carrier 1005235|1893
Carrier 1037934|1894
Carrier 869468|1895
Carrier 1079196|1896
Carrier 1113714|1897
Carrier 1610446|1898
Carrier 1695228|1899
Carrier 54298|1900
Carrier 1465657|1901
Carrier 9278|1902
Carrier 359818|1903
Carrier 1356737|1904
Carrier 1416454|1905
Carrier 854001|1906
Carrier 1695664|1907
Carrier 1695459|1908
Carrier 1021797|1909
Carrier 1000776|1910
Carrier 1207879|1911
Carrier 1039806|1912
Carrier 39434|1913
Carrier 40296|1914
Carrier 1695654|1915
Carrier 187815|1916
Carrier 1215396|1917
Carrier 785331|1918
Carrier 1693585|1919
Carrier 1204805|1920
Carrier 87171|1921
Carrier 75676|1922
Carrier 10445|1923
Carrier 40749|1924
Carrier 495998|1925
Carrier 51064|1926
Carrier 164058|1927
Carrier 7543|1928
Carrier 1384529|1929
Carrier 43032|1930
Carrier 10452|1931
Carrier 161529|1932
Carrier 1065016|1933
Carrier 1695528|1934
Carrier 539420|1935
Carrier 769878|1936
Carrier 1695814|1937
Carrier 1384655|1938
Carrier 82478|1939
Carrier 1244302|1940
Carrier 1240714|1941
Carrier 1269673|1942
Carrier 59766|1943
Carrier 1689722|1944
Carrier 1492835|1945
Carrier 11799|1946
Carrier 127275|1947
Carrier 1695335|1948
Carrier 43200|1949
Carrier 1278326|1950
Carrier 678129|1951
Carrier 1693493|1952
Carrier 505379|1953
Carrier 442086|1954
Carrier 804788|1955
Carrier 69898|1956
Carrier 3076|1957
Carrier 583730|1958
Carrier 827137|1959
Carrier 1460328|1960
Carrier 101368|1961
Carrier 1083805|1962
Carrier 1641|1963
Carrier 1694592|1964
Carrier 1413357|1965
Carrier 800739|1966
Carrier 17721|1967
Carrier 113308|1968
Carrier 77878|1969
Carrier 958291|1970
Carrier 1012910|1971
Carrier 1695236|1972
Carrier 1695685|1973
Carrier 1053585|1974
Carrier 822981|1975
Carrier 110505|1976
Carrier 1144669|1977
Carrier 1023686|1978
Carrier 1526477|1979
Carrier 1550259|1980
Carrier 84504|1981
Carrier 751256|1982
Carrier 92424|1983
Carrier 1375897|1984
Carrier 1599873|1985
Carrier 1236|1986
Carrier 188447|1987
Carrier 1693751|1988
Carrier 1084492|1989
Carrier 1693545|1990
Carrier 1695446|1991
Carrier 708030|1992
Carrier 1215451|1993
Carrier 16025|1994
Carrier 735522|1995
Carrier 1687588|1996
Carrier 412227|1997
Carrier 553983|1998
Carrier 299670|1999
Carrier 1313161|2000
Carrier 977880|2001
Carrier 63558|2002
Carrier 1129365|2003
Carrier 1034135|2004
Carrier 407772|2005
Carrier 1475394|2006
Carrier 1554386|2007
Carrier 487653|2008
Carrier 79027|2009
Carrier 1068351|2010
Carrier 1323310|2011
Carrier 85403|2012
Carrier 1695682|2013
Carrier 1048440|2014
Carrier 51521|2015
Carrier 32758|2016
Carrier 1041646|2017
Carrier 100709|2018
Carrier 1693586|2019
Carrier 1592|2020
Carrier 89757|2021
Carrier 40263|2022
Carrier 1695239|2023
Carrier 86860|2024
Carrier 1085610|2025
Carrier 111631|2026
Carrier 1065224|2027
Carrier 1635065|2028
Carrier 1398154|2029
Carrier 946269|2030
Carrier 374606|2031
Carrier 27784|2032
Carrier 956988|2033
Carrier 1341204|2034
Carrier 1695562|2035
Carrier 62921|2036
Carrier 1053338|2037
Carrier 1215270|2038
Carrier 16243|2039
Carrier 493892|2040
Carrier 1695418|2041
Carrier 999843|2042
Carrier 10494|2043
Carrier 29044|2044
Carrier 1694533|2045
Carrier 360479|2046
Carrier 1326154|2047
Carrier 1277662|2048
Carrier 1523598|2049
Carrier 420172|2050
Carrier 705641|2051
Carrier 44381|2052
Carrier 1633781|2053
Carrier 71390|2054
Carrier 1330754|2055
Carrier 1079632|2056
Carrier 1695727|2057
Carrier 1275662|2058
Carrier 1693924|2059
Carrier 55702|2060
Carrier 1101418|2061
Carrier 1458329|2062
Carrier 1656928|2063
Carrier 1695728|2064
Carrier 1080084|2065
Carrier 1232326|2066
Carrier 414839|2067
Carrier 1693569|2068
Carrier 1468637|2069
Carrier 140448|2070
Carrier 397168|2071
Carrier 4196|2072
Carrier 1319178|2073
Carrier 1446321|2074
|2075
Carrier 1695255|2076
Carrier 8219|2077
Carrier 1073498|2078
Carrier 1695261|2079
Carrier 1295756|2080
Carrier 47540|2081
Carrier 47504|2082
Carrier 1385378|2083
Carrier 1695230|2084
Carrier 1695404|2085
Carrier 1090398|2086
Carrier 1693544|2087
Carrier 1215337|2088
Carrier 66133|2089
Carrier 1572518|2090
Carrier 961497|2091
Carrier 1695705|2092
Carrier 698669|2093
Carrier 742049|2094
Carrier 1695372|2095
Carrier 62745|2096
Carrier 1269258|2097
Carrier 1695593|2098
Carrier 1443765|2099
Carrier 725708|2100
Carrier 1695559|2101
Carrier 1076939|2102
Carrier 1017923|2103
Carrier 81011|2104
Carrier 16525|2105
Carrier 1583922|2106
Carrier 1695237|2107
Carrier 654897|2108
Carrier 753660|2109
Carrier 1475092|2110
Carrier 964546|2111
Carrier 21120|2112
Carrier 1068362|2113
Carrier 1085416|2114
Carrier 1695344|2115
Carrier 279545|2116
Carrier 1438360|2117
Carrier 66025|2118
Carrier 503422|2119
Carrier 703622|2120
Carrier 1079255|2121
Carrier 816774|2122
Carrier 619302|2123
Carrier 1693488|2124
Carrier 958624|2125
Carrier 1624331|2126
Carrier 1693565|2127
Carrier 48458|2128
Carrier 63760|2129
Carrier 1695157|2130
Carrier 1334642|2131
Carrier 1682404|2132
Carrier 1681614|2133
Carrier 98363|2134
Carrier 1079162|2135
Carrier 991147|2136
Carrier 40356|2137
Carrier 772844|2138
Carrier 32166|2139
Carrier 1693554|2140
Carrier 1069377|2141
Carrier 817834|2142
Carrier 1695401|2143
Carrier 83941|2144
Carrier 106263|2145
Carrier 1693576|2146
Carrier 1636290|2147
Carrier 1077427|2148
Carrier 102130|2149
Carrier 50297|2150
Carrier 1534652|2151
Carrier 1695159|2152
Carrier 1695396|2153
Carrier 820065|2154
Carrier 1281522|2155
Carrier 540532|2156
Carrier 1215412|2157
Carrier 77344|2158
Carrier 366056|2159
Carrier 1381910|2160
Carrier 1169602|2161
Carrier 1378825|2162
Carrier 68114|2163
Carrier 107817|2164
Carrier 1048028|2165
Carrier 107026|2166
Carrier 1391018|2167
Carrier 1058662|2168
Carrier 1693562|2169
Carrier 1580986|2170
Carrier 1695249|2171
Carrier 1085758|2172
Carrier 1012039|2173
Carrier 16424|2174
Carrier 54660|2175
Carrier 1693390|2176
Carrier 88679|2177
Carrier 1636145|2178
Carrier 1063962|2179
Carrier 746100|2180
Carrier 1553265|2181
Carrier 1290175|2182
Carrier 1064000|2183
Carrier 1291555|2184
Carrier 1050238|2185
Carrier 1467037|2186
Carrier 154563|2187
Carrier 1679937|2188
Carrier 49679|2189
Carrier 1396793|2190
Carrier 1617460|2191
Carrier 1030395|2192
Carrier 1268215|2193
Carrier 45414|2194
Carrier 1054924|2195
Carrier 920764|2196
Carrier 301725|2197
Carrier 1054148|2198
Carrier 1043457|2199
Carrier 733897|2200
Carrier 736749|2201
Carrier 8420|2202
Not Informed|-1
