lane|id|pickup|delivery
Newark,NJ -> Melville,NY|356|Newark,NJ|Melville,NY
St. Louis,MO -> Loxley,AL|357|St. Louis,MO|Loxley,AL
Granite City,IL -> Sioux City,IA|358|Granite City,IL|Sioux City,IA
Granite City,IL -> Rochester,MN|359|Granite City,IL|Rochester,MN
Santa Ana,CA -> Sumner,WA|360|Santa Ana,CA|Sumner,WA
Fort Collins,CO -> Glasgow,MT|361|Fort Collins,CO|Glasgow,MT
Fairfield,CA -> Salem,OR|362|Fairfield,CA|Salem,OR
Wylie,TX -> Statesville,NC|363|Wylie,TX|Statesville,NC
Houston,TX -> Melbourne,FL|364|Houston,TX|Melbourne,FL
Newark,NJ -> Grand Forks,ND|365|Newark,NJ|Grand Forks,ND
St. Louis,MO -> McAllen,TX|366|St. Louis,MO|McAllen,TX
Baldwinsville,NY -> Manchester,CT|367|Baldwinsville,NY|Manchester,CT
Fort Collins,CO -> Salem,OR|368|Fort Collins,CO|Salem,OR
Fort Collins,CO -> Madisonville,LA|369|Fort Collins,CO|Madisonville,LA
Laredo,TX -> Conover,NC|370|Laredo,TX|Conover,NC
Newark,NJ -> Harrisburg,PA|371|Newark,NJ|Harrisburg,PA
St. Louis,MO -> La Porte,TX|372|St. Louis,MO|La Porte,TX
St. Louis,MO -> New Windsor,NY|373|St. Louis,MO|New Windsor,NY
Granite City,IL -> Dowagiac,MI|374|Granite City,IL|Dowagiac,MI
Howell,MI -> Cleveland,NC|375|Howell,MI|Cleveland,NC
Denver,CO -> Bolingbrook,IL|376|Denver,CO|Bolingbrook,IL
Granite City,IL -> Fostoria,OH|377|Granite City,IL|Fostoria,OH
Laceys Spring,AL -> Tullytown,PA|378|Laceys Spring,AL|Tullytown,PA
Granite City,IL -> Port Huron,MI|379|Granite City,IL|Port Huron,MI
Stacy,MN -> Reading,PA|380|Stacy,MN|Reading,PA
Plant City,FL -> York,PA|381|Plant City,FL|York,PA
Newark,NJ -> Atlanta,GA|382|Newark,NJ|Atlanta,GA
Newark,NJ -> Springfield,VA|383|Newark,NJ|Springfield,VA
Fresno,CA -> Tolleson,AZ|384|Fresno,CA|Tolleson,AZ
Aurora,CO -> Durango,CO|385|Aurora,CO|Durango,CO
North Salt Lake,UT -> Roanoke,TX|386|North Salt Lake,UT|Roanoke,TX
Granite City,IL -> Norwalk,OH|387|Granite City,IL|Norwalk,OH
Plant City,FL -> Newington,CT|388|Plant City,FL|Newington,CT
Houston,TX -> Ebro,FL|389|Houston,TX|Ebro,FL
Fort Collins,CO -> Durant,OK|390|Fort Collins,CO|Durant,OK
Big Sandy,TX -> Madera,CA|391|Big Sandy,TX|Madera,CA
Idaho Falls,ID -> Pacific,WA|392|Idaho Falls,ID|Pacific,WA
Fort Collins,CO -> Hayden,ID|393|Fort Collins,CO|Hayden,ID
Cartersville,GA -> South Burlington,VT|394|Cartersville,GA|South Burlington,VT
Statesboro,GA -> Philadelphia,PA|395|Statesboro,GA|Philadelphia,PA
St. Louis,MO -> Daytona Beach,FL|396|St. Louis,MO|Daytona Beach,FL
Cranbury Township,NJ -> Moorhead,MN|397|Cranbury Township,NJ|Moorhead,MN
Baldwinsville,NY -> Rapid City,SD|398|Baldwinsville,NY|Rapid City,SD
Walled Lake,MI -> El Paso,TX|399|Walled Lake,MI|El Paso,TX
Brooklyn Park,MN -> Pittston,PA|400|Brooklyn Park,MN|Pittston,PA
Granite City,IL -> Romulus,MI|401|Granite City,IL|Romulus,MI
1,LA -> Fleetwood,PA|402|1,LA|Fleetwood,PA
Granite City,IL -> Alpena,MI|403|Granite City,IL|Alpena,MI
Gordonsville,VA -> Medley,FL|404|Gordonsville,VA|Medley,FL
Laredo,TX -> Indianapolis,IN|405|Laredo,TX|Indianapolis,IN
Plant City,FL -> Dunmore,PA|406|Plant City,FL|Dunmore,PA
Granite City,IL -> Oklahoma City,OK|407|Granite City,IL|Oklahoma City,OK
Granite City,IL -> Brecksville,OH|408|Granite City,IL|Brecksville,OH
La Porte,TX -> Aurora,CO|409|La Porte,TX|Aurora,CO
Springdale,AR -> Roanoke,TX|410|Springdale,AR|Roanoke,TX
St. Louis,MO -> Omaha,NE|411|St. Louis,MO|Omaha,NE
Fort Collins,CO -> Miles City,MT|412|Fort Collins,CO|Miles City,MT
La Porte,TX -> Los Angeles,CA|413|La Porte,TX|Los Angeles,CA
St. Louis,MO -> Yazoo City,MS|414|St. Louis,MO|Yazoo City,MS
Plainfield,IN -> Swedesboro,NJ|415|Plainfield,IN|Swedesboro,NJ
Dunkirk,IN -> Wilson,NC|416|Dunkirk,IN|Wilson,NC
Williamsburg,VA -> Upper Marlboro,MD|417|Williamsburg,VA|Upper Marlboro,MD
Bridgewater,NJ -> San Antonio,TX|418|Bridgewater,NJ|San Antonio,TX
Pleasant Prairie,WI -> Williamsburg,VA|419|Pleasant Prairie,WI|Williamsburg,VA
Granite City,IL -> Grand Forks,ND|420|Granite City,IL|Grand Forks,ND
Granite City,IL -> Seneca,KS|421|Granite City,IL|Seneca,KS
Plant City,FL -> Melrose Park,IL|422|Plant City,FL|Melrose Park,IL
Baldwinsville,NY -> Auburn,MA|423|Baldwinsville,NY|Auburn,MA
Denver,CO -> Tempe,AZ|424|Denver,CO|Tempe,AZ
Aurora,CO -> Cody,WY|425|Aurora,CO|Cody,WY
St. Louis,MO -> Jamestown,ND|426|St. Louis,MO|Jamestown,ND
Fort Collins,CO -> Huron,SD|427|Fort Collins,CO|Huron,SD
St. Louis,MO -> Monroe,LA|428|St. Louis,MO|Monroe,LA
Fort Collins,CO -> Renton,WA|429|Fort Collins,CO|Renton,WA
Columbus,OH -> Calumet Township,MI|430|Columbus,OH|Calumet Township,MI
Granite City,IL -> Charter Township of Clinton,MI|431|Granite City,IL|Charter Township of Clinton,MI
Walled Lake,MI -> Laredo,TX|432|Walled Lake,MI|Laredo,TX
Greenfield,IN -> York,PA|433|Greenfield,IN|York,PA
Newark,NJ -> Athens,GA|434|Newark,NJ|Athens,GA
Williamsburg,VA -> Pinellas Park,FL|435|Williamsburg,VA|Pinellas Park,FL
Georgetown,SC -> Tinton Falls,NJ|436|Georgetown,SC|Tinton Falls,NJ
Holiday City,OH -> St. Louis,MO|437|Holiday City,OH|St. Louis,MO
Georgetown,SC -> San Antonio,TX|438|Georgetown,SC|San Antonio,TX
Williamsburg,VA -> Piedmont,SC|439|Williamsburg,VA|Piedmont,SC
Fort Collins,CO -> Oklahoma City,OK|440|Fort Collins,CO|Oklahoma City,OK
Pleasant Prairie,WI -> St. Louis,MO|441|Pleasant Prairie,WI|St. Louis,MO
Erie,PA -> Statesville,NC|442|Erie,PA|Statesville,NC
De Soto,KS -> Fort Collins,CO|443|De Soto,KS|Fort Collins,CO
St. Louis,MO -> Beaumont,TX|444|St. Louis,MO|Beaumont,TX
Springfield,TN -> Charlotte,NC|445|Springfield,TN|Charlotte,NC
Pittston,PA -> Bolingbrook,IL|446|Pittston,PA|Bolingbrook,IL
Baldwinsville,NY -> Columbus,OH|447|Baldwinsville,NY|Columbus,OH
Granite City,IL -> Calumet Township,MI|448|Granite City,IL|Calumet Township,MI
St. Louis,MO -> Muscle Shoals,AL|449|St. Louis,MO|Muscle Shoals,AL
Lodi,CA -> Auburn,WA|450|Lodi,CA|Auburn,WA
Aurora,CO -> Mobridge,SD|451|Aurora,CO|Mobridge,SD
St. Louis,MO -> Wheeling,WV|452|St. Louis,MO|Wheeling,WV
Granite City,IL -> Mankato,MN|453|Granite City,IL|Mankato,MN
St. Louis,MO -> Leesville,LA|454|St. Louis,MO|Leesville,LA
Lodi,CA -> Pacific,WA|455|Lodi,CA|Pacific,WA
Aurora,CO -> Grand Forks,ND|456|Aurora,CO|Grand Forks,ND
Columbus,OH -> Cartersville,GA|457|Columbus,OH|Cartersville,GA
Portage,IN -> Buford,GA|458|Portage,IN|Buford,GA
Laredo,TX -> Milwaukee,WI|459|Laredo,TX|Milwaukee,WI
St. Louis,MO -> Parkersburg,WV|460|St. Louis,MO|Parkersburg,WV
St. Louis,MO -> Metairie,LA|461|St. Louis,MO|Metairie,LA
Fort Collins,CO -> Sauk Rapids,MN|462|Fort Collins,CO|Sauk Rapids,MN
Bridgewater,NJ -> Miami,FL|463|Bridgewater,NJ|Miami,FL
Tampa,FL -> Lockport,NY|464|Tampa,FL|Lockport,NY
Greenfield,IN -> Commerce,GA|465|Greenfield,IN|Commerce,GA
Wild Rose,WI -> Reading,PA|466|Wild Rose,WI|Reading,PA
Baldwinsville,NY -> Milford,MA|467|Baldwinsville,NY|Milford,MA
Holdrege,NE -> Russellville,KY|468|Holdrege,NE|Russellville,KY
Fort Collins,CO -> Trinity,TX|469|Fort Collins,CO|Trinity,TX
Columbus,OH -> Peoria,IL|470|Columbus,OH|Peoria,IL
Newark,NJ -> Orange,CT|471|Newark,NJ|Orange,CT
Cartersville,GA -> Upper Marlboro,MD|472|Cartersville,GA|Upper Marlboro,MD
Newark,NJ -> La Vergne,TN|473|Newark,NJ|La Vergne,TN
Columbus,OH -> Hatfield,PA|474|Columbus,OH|Hatfield,PA
Naperville,IL -> Memphis,TN|475|Naperville,IL|Memphis,TN
Baldwinsville,NY -> Pittsburgh,PA|476|Baldwinsville,NY|Pittsburgh,PA
Plant City,FL -> Uxbridge,MA|477|Plant City,FL|Uxbridge,MA
Wilson,NC -> Cranston,RI|478|Wilson,NC|Cranston,RI
Carlisle,PA -> Newark,NJ|479|Carlisle,PA|Newark,NJ
Broomfield,CO -> Las Vegas,NV|480|Broomfield,CO|Las Vegas,NV
Casa Grande,AZ -> Jefferson City,MO|481|Casa Grande,AZ|Jefferson City,MO
Columbus,OH -> York,PA|482|Columbus,OH|York,PA
Newark,NJ -> Baldwinsville,NY|483|Newark,NJ|Baldwinsville,NY
Fort Collins,CO -> Kingman,AZ|484|Fort Collins,CO|Kingman,AZ
Williamsburg,VA -> Charleston,SC|485|Williamsburg,VA|Charleston,SC
La Porte,TX -> Lubbock,TX|486|La Porte,TX|Lubbock,TX
Granite City,IL -> Starkville,MS|487|Granite City,IL|Starkville,MS
St. Louis,MO -> Indian River,MI|488|St. Louis,MO|Indian River,MI
Columbus,OH -> Warner Robins,GA|489|Columbus,OH|Warner Robins,GA
St. Louis,MO -> Cartersville,GA|490|St. Louis,MO|Cartersville,GA
Granite City,IL -> Rogers,MN|491|Granite City,IL|Rogers,MN
Granite City,IL -> Fayetteville,AR|492|Granite City,IL|Fayetteville,AR
Fort Collins,CO -> Jamestown,ND|493|Fort Collins,CO|Jamestown,ND
Williamsburg,VA -> Harrisburg,PA|494|Williamsburg,VA|Harrisburg,PA
Williamsburg,VA -> Gaithersburg,MD|495|Williamsburg,VA|Gaithersburg,MD
Idaho Falls,ID -> Denver,CO|496|Idaho Falls,ID|Denver,CO
Fort Collins,CO -> Eugene,OR|497|Fort Collins,CO|Eugene,OR
Cartersville,GA -> Washington,DC|498|Cartersville,GA|Washington,DC
Williamsburg,VA -> Nottingham,MD|499|Williamsburg,VA|Nottingham,MD
Williamsburg,VA -> Winchester,VA|500|Williamsburg,VA|Winchester,VA
Georgetown,SC -> Akron,OH|501|Georgetown,SC|Akron,OH
Fort Collins,CO -> Pueblo,CO|502|Fort Collins,CO|Pueblo,CO
Fort Collins,CO -> Texarkana,TX|503|Fort Collins,CO|Texarkana,TX
Granite City,IL -> Kingsford,MI|504|Granite City,IL|Kingsford,MI
Houston,TX -> Attalla,AL|505|Houston,TX|Attalla,AL
La Porte,TX -> Abilene,TX|506|La Porte,TX|Abilene,TX
Plant City,FL -> Claysburg,PA|507|Plant City,FL|Claysburg,PA
Atlanta,GA -> Ephrata,PA|508|Atlanta,GA|Ephrata,PA
St. Louis,MO -> Decatur,AL|509|St. Louis,MO|Decatur,AL
Brooklyn,NY -> Plant City,FL|510|Brooklyn,NY|Plant City,FL
Newark,NJ -> Shirley,NY|511|Newark,NJ|Shirley,NY
Williamsburg,VA -> Norcross,GA|512|Williamsburg,VA|Norcross,GA
Conover,NC -> McKinney,TX|513|Conover,NC|McKinney,TX
Plant City,FL -> Dallas,TX|514|Plant City,FL|Dallas,TX
Johnstown,CO -> Greenville,SC|515|Johnstown,CO|Greenville,SC
South Jordan,UT -> Tolleson,AZ|516|South Jordan,UT|Tolleson,AZ
Bridgewater,NJ -> Rayne,LA|517|Bridgewater,NJ|Rayne,LA
Connelly Springs,NC -> Warren,OH|518|Connelly Springs,NC|Warren,OH
Delano,MN -> Austin,TX|519|Delano,MN|Austin,TX
Erie,PA -> Baldwinsville,NY|520|Erie,PA|Baldwinsville,NY
Granite City,IL -> Indian River,MI|521|Granite City,IL|Indian River,MI
Newark,NJ -> Merrimack,NH|522|Newark,NJ|Merrimack,NH
Bolingbrook,IL -> Memphis,TN|523|Bolingbrook,IL|Memphis,TN
Sioux City,IA -> Danville,IL|524|Sioux City,IA|Danville,IL
Newark,NJ -> Milford,MA|525|Newark,NJ|Milford,MA
Statesboro,GA -> Brooklyn,NY|526|Statesboro,GA|Brooklyn,NY
Baldwinsville,NY -> Gladstone,MI|527|Baldwinsville,NY|Gladstone,MI
Ellerbe,NC -> New Windsor,NY|528|Ellerbe,NC|New Windsor,NY
Fort Collins,CO -> Harlingen,TX|529|Fort Collins,CO|Harlingen,TX
Columbus,OH -> Marquette,MI|530|Columbus,OH|Marquette,MI
Granite City,IL -> Marshfield,WI|531|Granite City,IL|Marshfield,WI
St. Louis,MO -> Camden,AR|532|St. Louis,MO|Camden,AR
St. Louis,MO -> Alexandria,MN|533|St. Louis,MO|Alexandria,MN
St. Louis,MO -> Pine Bluff,AR|534|St. Louis,MO|Pine Bluff,AR
Lake Park,GA -> Hyattsville,MD|535|Lake Park,GA|Hyattsville,MD
Williamsburg,VA -> Pittsburgh,PA|536|Williamsburg,VA|Pittsburgh,PA
Fairfield,CA -> Union Gap,WA|537|Fairfield,CA|Union Gap,WA
Aurora,CO -> Havre,MT|538|Aurora,CO|Havre,MT
Houston,TX -> Gallup,NM|539|Houston,TX|Gallup,NM
Fort Collins,CO -> Sparks,NV|540|Fort Collins,CO|Sparks,NV
Bridgewater,NJ -> Gonzales,TX|541|Bridgewater,NJ|Gonzales,TX
Granite City,IL -> Bad Axe,MI|542|Granite City,IL|Bad Axe,MI
Houston,TX -> El Paso,TX|543|Houston,TX|El Paso,TX
St. Louis,MO -> Smoot,WV|544|St. Louis,MO|Smoot,WV
Xenia,OH -> Memphis,TN|545|Xenia,OH|Memphis,TN
St. Louis,MO -> Hibbing,MN|546|St. Louis,MO|Hibbing,MN
Madison Heights,MI -> Mount Holly,NC|547|Madison Heights,MI|Mount Holly,NC
Granite City,IL -> Bardstown,KY|548|Granite City,IL|Bardstown,KY
Garfield,NM -> Los Alamitos,CA|549|Garfield,NM|Los Alamitos,CA
Merrimack,NH -> Elizabeth City,NC|550|Merrimack,NH|Elizabeth City,NC
Johnstown,PA -> Baldwinsville,NY|551|Johnstown,PA|Baldwinsville,NY
Columbus,IN -> Statesville,NC|552|Columbus,IN|Statesville,NC
Jacksonville,FL -> Columbus,OH|553|Jacksonville,FL|Columbus,OH
McCook,NE -> Rosemount,MN|554|McCook,NE|Rosemount,MN
Dunn,NC -> Bronx,NY|555|Dunn,NC|Bronx,NY
Fort Collins,CO -> Moorhead,MN|556|Fort Collins,CO|Moorhead,MN
Granite City,IL -> La Vergne,TN|557|Granite City,IL|La Vergne,TN
Columbus,OH -> Chicopee,MA|558|Columbus,OH|Chicopee,MA
Jacksonville,FL -> Rocky Mount,NC|559|Jacksonville,FL|Rocky Mount,NC
Granite City,IL -> Ironwood,MI|560|Granite City,IL|Ironwood,MI
Wray,CO -> Denver,CO|561|Wray,CO|Denver,CO
St. Louis,MO -> Superior,WI|562|St. Louis,MO|Superior,WI
Fort Collins,CO -> Farmington,NM|563|Fort Collins,CO|Farmington,NM
Statesboro,GA -> Bronx,NY|564|Statesboro,GA|Bronx,NY
Newark,NJ -> Pittsburgh,PA|565|Newark,NJ|Pittsburgh,PA
Colonial Heights,VA -> Huntington,WV|566|Colonial Heights,VA|Huntington,WV
Columbus,OH -> Jacksonville,FL|567|Columbus,OH|Jacksonville,FL
Granite City,IL -> Council Bluffs,IA|568|Granite City,IL|Council Bluffs,IA
Georgetown Township,MI -> York,PA|569|Georgetown Township,MI|York,PA
Fort Collins,CO -> Durango,CO|570|Fort Collins,CO|Durango,CO
Granite City,IL -> Knoxville,TN|571|Granite City,IL|Knoxville,TN
Sioux City,IA -> Republic,MO|572|Sioux City,IA|Republic,MO
Los Angeles,CA -> Redding,CA|573|Los Angeles,CA|Redding,CA
Los Angeles,CA -> Yuma,AZ|574|Los Angeles,CA|Yuma,AZ
Grapevine,TX -> Houston,TX|575|Grapevine,TX|Houston,TX
Granite City,IL -> Beloit,KS|576|Granite City,IL|Beloit,KS
Fort Collins,CO -> Missoula,MT|577|Fort Collins,CO|Missoula,MT
Los Angeles,CA -> Fallon,NV|578|Los Angeles,CA|Fallon,NV
Aurora,CO -> Minot,ND|579|Aurora,CO|Minot,ND
Fort Collins,CO -> Moab,UT|580|Fort Collins,CO|Moab,UT
Denver,PA -> Ponca City,OK|581|Denver,PA|Ponca City,OK
Charlotte,NC -> Swedesboro,NJ|582|Charlotte,NC|Swedesboro,NJ
Granite City,IL -> Fridley,MN|583|Granite City,IL|Fridley,MN
Mount Airy,NC -> Swedesboro,NJ|584|Mount Airy,NC|Swedesboro,NJ
Fort Collins,CO -> Minot,ND|585|Fort Collins,CO|Minot,ND
Los Angeles,CA -> Safford,AZ|586|Los Angeles,CA|Safford,AZ
Georgetown,SC -> Millwood,WV|587|Georgetown,SC|Millwood,WV
Arrey,NM -> Fort Worth,TX|588|Arrey,NM|Fort Worth,TX
Staley,NC -> Brooklyn,NY|589|Staley,NC|Brooklyn,NY
Compton,CA -> Sacramento,CA|590|Compton,CA|Sacramento,CA
Plant City,FL -> Leola,PA|591|Plant City,FL|Leola,PA
Plant City,FL -> Newark,NJ|592|Plant City,FL|Newark,NJ
Canton,OH -> Memphis,TN|593|Canton,OH|Memphis,TN
Granite City,IL -> Lima,OH|594|Granite City,IL|Lima,OH
Newark,NJ -> Loxley,AL|595|Newark,NJ|Loxley,AL
Annapolis,MD -> Baldwinsville,NY|596|Annapolis,MD|Baldwinsville,NY
St. Louis,MO -> Shannon,MS|597|St. Louis,MO|Shannon,MS
Fort Collins,CO -> Cedar City,UT|598|Fort Collins,CO|Cedar City,UT
Burley,ID -> Fife,WA|599|Burley,ID|Fife,WA
Los Angeles,CA -> Sparks,NV|600|Los Angeles,CA|Sparks,NV
Romeoville,IL -> York,PA|601|Romeoville,IL|York,PA
Lebanon,IN -> Auburn,NY|602|Lebanon,IN|Auburn,NY
Williamsburg,VA -> Baldwinsville,NY|603|Williamsburg,VA|Baldwinsville,NY
Idaho Falls,ID -> Spokane,WA|604|Idaho Falls,ID|Spokane,WA
Aurora,CO -> Salt Lake City,UT|605|Aurora,CO|Salt Lake City,UT
Compton,CA -> Tracy,CA|606|Compton,CA|Tracy,CA
St. Louis,MO -> Dubuque,IA|607|St. Louis,MO|Dubuque,IA
Tuscaloosa,AL -> Cleveland,OH|608|Tuscaloosa,AL|Cleveland,OH
Aurora,CO -> Huron,SD|609|Aurora,CO|Huron,SD
Cartersville,GA -> Midway,FL|610|Cartersville,GA|Midway,FL
Aurora,CO -> Oklahoma City,OK|611|Aurora,CO|Oklahoma City,OK
Fort Collins,CO -> Alexandria,LA|612|Fort Collins,CO|Alexandria,LA
Aurora,CO -> Boise,ID|613|Aurora,CO|Boise,ID
Granite City,IL -> Rapid City,SD|614|Granite City,IL|Rapid City,SD
St. Louis,MO -> Laurel,MS|615|St. Louis,MO|Laurel,MS
New Hyde Park,NY -> Minneapolis,MN|616|New Hyde Park,NY|Minneapolis,MN
Granite City,IL -> Huron,SD|617|Granite City,IL|Huron,SD
Fort Collins,CO -> Grand Forks,ND|618|Fort Collins,CO|Grand Forks,ND
Jacksonville,FL -> Dallas,TX|619|Jacksonville,FL|Dallas,TX
Westfield,MA -> Franklin Park,IL|620|Westfield,MA|Franklin Park,IL
La Porte,TX -> Hattiesburg,MS|621|La Porte,TX|Hattiesburg,MS
Denver,CO -> Charleston,TN|622|Denver,CO|Charleston,TN
Granite City,IL -> Hibbing,MN|623|Granite City,IL|Hibbing,MN
Colonial Heights,VA -> Homestead,FL|624|Colonial Heights,VA|Homestead,FL
Decatur,IN -> Memphis,TN|625|Decatur,IN|Memphis,TN
Aurora,CO -> Amarillo,TX|626|Aurora,CO|Amarillo,TX
Granite City,IL -> Sparta,WI|627|Granite City,IL|Sparta,WI
Baldwinsville,NY -> Newark,NJ|628|Baldwinsville,NY|Newark,NJ
Fort Collins,CO -> Boise,ID|629|Fort Collins,CO|Boise,ID
Colonial Heights,VA -> Loxley,AL|630|Colonial Heights,VA|Loxley,AL
Fort Collins,CO -> Vernal,UT|631|Fort Collins,CO|Vernal,UT
Granite City,IL -> Carroll,IA|632|Granite City,IL|Carroll,IA
Houston,TX -> Amarillo,TX|633|Houston,TX|Amarillo,TX
Newark,NJ -> Fairmont,WV|634|Newark,NJ|Fairmont,WV
Cartersville,GA -> La Porte,TX|635|Cartersville,GA|La Porte,TX
Fort Collins,CO -> Grand Rapids,MI|636|Fort Collins,CO|Grand Rapids,MI
Houston,TX -> Monroe,LA|637|Houston,TX|Monroe,LA
St. Louis,MO -> Fridley,MN|638|St. Louis,MO|Fridley,MN
Cartersville,GA -> Lake Charles,LA|639|Cartersville,GA|Lake Charles,LA
Granite City,IL -> East Peoria,IL|640|Granite City,IL|East Peoria,IL
Merrimack,NH -> Baldwinsville,NY|641|Merrimack,NH|Baldwinsville,NY
Medley,FL -> Calhoun,KY|642|Medley,FL|Calhoun,KY
Plant City,FL -> Sioux City,IA|643|Plant City,FL|Sioux City,IA
St. Louis,MO -> Carroll,IA|644|St. Louis,MO|Carroll,IA
St. Louis,MO -> Schofield,WI|645|St. Louis,MO|Schofield,WI
Granite City,IL -> El Dorado,KS|646|Granite City,IL|El Dorado,KS
Newark,NJ -> Johnstown,PA|647|Newark,NJ|Johnstown,PA
Williamsburg,VA -> Lake City,FL|648|Williamsburg,VA|Lake City,FL
Pueblo,CO -> Sioux City,IA|649|Pueblo,CO|Sioux City,IA
La Porte,TX -> Granite City,IL|650|La Porte,TX|Granite City,IL
Aurora,CO -> Miles City,MT|651|Aurora,CO|Miles City,MT
Mount Airy,NC -> Memphis,TN|652|Mount Airy,NC|Memphis,TN
Laredo,TX -> Troy,AL|653|Laredo,TX|Troy,AL
Braitwaite,LA -> Brazil,IN|654|Braitwaite,LA|Brazil,IN
La Porte,TX -> Monroe,LA|655|La Porte,TX|Monroe,LA
Granite City,IL -> Dodge City,KS|656|Granite City,IL|Dodge City,KS
Houston,TX -> San Angelo,TX|657|Houston,TX|San Angelo,TX
Jacksonville,FL -> Sanford,FL|658|Jacksonville,FL|Sanford,FL
Jacksonville,FL -> Miami,FL|659|Jacksonville,FL|Miami,FL
Aurora,CO -> Lenexa,KS|660|Aurora,CO|Lenexa,KS
Colonial Heights,VA -> Sanford,FL|661|Colonial Heights,VA|Sanford,FL
Jacksonville,FL -> Florence,SC|662|Jacksonville,FL|Florence,SC
St. Louis,MO -> Longview,TX|663|St. Louis,MO|Longview,TX
Carlisle,PA -> Manchester,CT|664|Carlisle,PA|Manchester,CT
Laredo,TX -> Chapel Hill,TN|665|Laredo,TX|Chapel Hill,TN
Fort Collins,CO -> Adelanto,CA|666|Fort Collins,CO|Adelanto,CA
Granite City,IL -> Lawrence,KS|667|Granite City,IL|Lawrence,KS
Romeoville,IL -> Commerce,GA|668|Romeoville,IL|Commerce,GA
Granite City,IL -> Schofield,WI|669|Granite City,IL|Schofield,WI
St. Louis,MO -> Ironwood,MI|670|St. Louis,MO|Ironwood,MI
Williamsburg,VA -> Cranston,RI|671|Williamsburg,VA|Cranston,RI
Cartersville,GA -> Mobile,AL|672|Cartersville,GA|Mobile,AL
Cartersville,GA -> Ebro,FL|673|Cartersville,GA|Ebro,FL
Plant City,FL -> Des Moines,IA|674|Plant City,FL|Des Moines,IA
Aurora,CO -> Jamestown,ND|675|Aurora,CO|Jamestown,ND
St. Louis,MO -> Albert Lea,MN|676|St. Louis,MO|Albert Lea,MN
Newark,NJ -> Linwood,NC|677|Newark,NJ|Linwood,NC
Aurora,CO -> Elko,NV|678|Aurora,CO|Elko,NV
Chatsworth,IL -> Roseboro,NC|679|Chatsworth,IL|Roseboro,NC
Rochester,NY -> Newark,NJ|680|Rochester,NY|Newark,NJ
St. Louis,MO -> Romulus,MI|681|St. Louis,MO|Romulus,MI
St. Louis,MO -> Lincoln,NE|682|St. Louis,MO|Lincoln,NE
Akron,OH -> Statesville,NC|683|Akron,OH|Statesville,NC
Los Angeles,CA -> Carson City,NV|684|Los Angeles,CA|Carson City,NV
North Charleston,SC -> Memphis,TN|685|North Charleston,SC|Memphis,TN
Erie,PA -> Cartersville,GA|686|Erie,PA|Cartersville,GA
Braithwaite,LA -> Cleveland,OH|687|Braithwaite,LA|Cleveland,OH
Etowah,TN -> Memphis,TN|688|Etowah,TN|Memphis,TN
Cartersville,GA -> Johnson City,TN|689|Cartersville,GA|Johnson City,TN
Houston,TX -> Lebanon,MO|690|Houston,TX|Lebanon,MO
Granite City,IL -> Eau Claire,WI|691|Granite City,IL|Eau Claire,WI
Aurora,CO -> Sioux Falls,SD|692|Aurora,CO|Sioux Falls,SD
Wabash,IN -> Glasgow,KY|693|Wabash,IN|Glasgow,KY
Newark,NJ -> Granite City,IL|694|Newark,NJ|Granite City,IL
Baldwinsville,NY -> Patchogue,NY|695|Baldwinsville,NY|Patchogue,NY
Romulus,MI -> Baldwinsville,NY|696|Romulus,MI|Baldwinsville,NY
Plant City,FL -> Brook Park,OH|697|Plant City,FL|Brook Park,OH
Georgetown,SC -> Willacoochee,GA|698|Georgetown,SC|Willacoochee,GA
Conover,NC -> Denton,TX|699|Conover,NC|Denton,TX
Plant City,FL -> Warren,MI|700|Plant City,FL|Warren,MI
Salisbury,NC -> Memphis,TN|701|Salisbury,NC|Memphis,TN
Wilkes-Barre,PA -> Columbia,SC|702|Wilkes-Barre,PA|Columbia,SC
Newark,NJ -> Williamsburg,VA|703|Newark,NJ|Williamsburg,VA
Granite City,IL -> Peru,IN|704|Granite City,IL|Peru,IN
Colonial Heights,VA -> Orlando,FL|705|Colonial Heights,VA|Orlando,FL
Jacksonville,FL -> LaGrange,GA|706|Jacksonville,FL|LaGrange,GA
Aurora,CO -> Tulsa,OK|707|Aurora,CO|Tulsa,OK
St. Louis,MO -> Bay City,MI|708|St. Louis,MO|Bay City,MI
Angier,NC -> Brooklyn,NY|709|Angier,NC|Brooklyn,NY
St. Louis,MO -> Sioux City,IA|710|St. Louis,MO|Sioux City,IA
Columbus,OH -> Pevely,MO|711|Columbus,OH|Pevely,MO
Erie,PA -> Columbus,OH|712|Erie,PA|Columbus,OH
Johnstown,PA -> Newark,NJ|713|Johnstown,PA|Newark,NJ
Gastonia,NC -> Clinton,IA|714|Gastonia,NC|Clinton,IA
St. Louis,MO -> Youngstown,OH|715|St. Louis,MO|Youngstown,OH
Baldwinsville,NY -> Williamsburg,VA|716|Baldwinsville,NY|Williamsburg,VA
Aurora,CO -> Vernal,UT|717|Aurora,CO|Vernal,UT
Newark,NJ -> Jackson,MI|718|Newark,NJ|Jackson,MI
Morris,IL -> Denison,TX|719|Morris,IL|Denison,TX
La Porte,TX -> Madisonville,LA|720|La Porte,TX|Madisonville,LA
Colonial Heights,VA -> Bristol,VA|721|Colonial Heights,VA|Bristol,VA
La Porte,TX -> Texarkana,TX|722|La Porte,TX|Texarkana,TX
Jacksonville,FL -> Sumter,SC|723|Jacksonville,FL|Sumter,SC
