lane|id|pickup|delivery
Hawkins,TX -> Roanoke,TX|1088|Hawkins,TX|Roanoke,TX
Fort Collins,CO -> Logan,UT|1089|Fort Collins,CO|Logan,UT
Houston,TX -> Hattiesburg,MS|1090|Houston,TX|Hattiesburg,MS
Kansas City,MO -> Dallas,TX|1091|Kansas City,MO|Dallas,TX
Gainesville,TX -> Laredo,TX|1092|Gainesville,TX|Laredo,TX
Aurora,CO -> Colorado Springs,CO|1093|Aurora,CO|Colorado Springs,CO
Jacksonville,FL -> Loxley,AL|1094|Jacksonville,FL|Loxley,AL
Fort Collins,CO -> Wichita Falls,TX|1095|Fort Collins,CO|Wichita Falls,TX
Brawley,CA -> Delano,CA|1096|Brawley,CA|Delano,CA
Paris,TN -> New Haven,IN|1097|Paris,TN|New Haven,IN
Laredo,TX -> Muenster,TX|1098|Laredo,TX|Muenster,TX
Commerce,CA -> Chandler,AZ|1099|Commerce,CA|Chandler,AZ
Paris,TN -> Clinton,IA|1100|Paris,TN|Clinton,IA
Paris,TN -> Sharonville,OH|1101|Paris,TN|Sharonville,OH
Johnstown,CO -> Lowell,AR|1102|Johnstown,CO|Lowell,AR
Granite City,IL -> Aurora,IN|1103|Granite City,IL|Aurora,IN
Houston,TX -> Beaumont,TX|1104|Houston,TX|Beaumont,TX
Reading,PA -> Mundelein,IL|1105|Reading,PA|Mundelein,IL
North East,MD -> Lexington,KY|1106|North East,MD|Lexington,KY
Medley,FL -> Richburg,SC|1107|Medley,FL|Richburg,SC
Raleigh,NC -> York,PA|1108|Raleigh,NC|York,PA
Wyomissing,PA -> Mundelein,IL|1109|Wyomissing,PA|Mundelein,IL
Los Angeles,CA -> San Marcos,CA|1110|Los Angeles,CA|San Marcos,CA
Delray Beach,FL -> Asheboro,NC|1111|Delray Beach,FL|Asheboro,NC
Burlington,NC -> York,PA|1112|Burlington,NC|York,PA
Columbus,OH -> Muscle Shoals,AL|1113|Columbus,OH|Muscle Shoals,AL
Granite City,IL -> New Albany,IN|1114|Granite City,IL|New Albany,IN
San Antonio,TX -> Lowell,AR|1115|San Antonio,TX|Lowell,AR
Georgetown,SC -> Lexington,NC|1116|Georgetown,SC|Lexington,NC
Laredo,TX -> DeQuincy,LA|1117|Laredo,TX|DeQuincy,LA
Jurupa Valley,CA -> Brea,CA|1118|Jurupa Valley,CA|Brea,CA
Baltimore,MD -> Clinton,NY|1119|Baltimore,MD|Clinton,NY
Brighton,MI -> Canton,OH|1120|Brighton,MI|Canton,OH
Linden,NJ -> Frederick,MD|1121|Linden,NJ|Frederick,MD
Cartersville,GA -> Raleigh,NC|1122|Cartersville,GA|Raleigh,NC
Toledo,OH -> Canton,OH|1123|Toledo,OH|Canton,OH
McCook,NE -> Sterling,IL|1124|McCook,NE|Sterling,IL
Colonial Heights,VA -> Wilmington,NC|1125|Colonial Heights,VA|Wilmington,NC
Aurora,CO -> Omaha,NE|1126|Aurora,CO|Omaha,NE
El Campo,TX -> Snyder,TX|1127|El Campo,TX|Snyder,TX
Avon,MA -> Westfield,MA|1128|Avon,MA|Westfield,MA
Conover,NC -> West Chester Township,OH|1129|Conover,NC|West Chester Township,OH
Conover,NC -> Hartselle,AL|1130|Conover,NC|Hartselle,AL
East Greenville,PA -> Pittsburgh,PA|1131|East Greenville,PA|Pittsburgh,PA
Williamsburg,VA -> Wilmington,NC|1132|Williamsburg,VA|Wilmington,NC
Jacksonville,FL -> Sarasota,FL|1133|Jacksonville,FL|Sarasota,FL
Jacksonville,FL -> Muscle Shoals,AL|1134|Jacksonville,FL|Muscle Shoals,AL
Long Beach,CA -> Stockton,CA|1135|Long Beach,CA|Stockton,CA
Carson,CA -> Stockton,CA|1136|Carson,CA|Stockton,CA
Goose Creek,SC -> Charlotte,NC|1137|Goose Creek,SC|Charlotte,NC
Portland,OR -> Tracy,CA|1138|Portland,OR|Tracy,CA
Pandora,OH -> Tipton,IA|1139|Pandora,OH|Tipton,IA
Denver,CO -> Ponca City,OK|1140|Denver,CO|Ponca City,OK
Englewood,CO -> Ponca City,OK|1141|Englewood,CO|Ponca City,OK
Newark,NJ -> Leetsdale,PA|1142|Newark,NJ|Leetsdale,PA
La Porte,TX -> Hot Springs Township,AR|1143|La Porte,TX|Hot Springs Township,AR
Wellton,AZ -> Bakersfield,CA|1144|Wellton,AZ|Bakersfield,CA
Baltimore,MD -> Wallkill,NY|1145|Baltimore,MD|Wallkill,NY
Sidney,OH -> Laceys Spring,AL|1146|Sidney,OH|Laceys Spring,AL
Decatur,IN -> Canton,OH|1147|Decatur,IN|Canton,OH
Colonial Heights,VA -> Morgantown,WV|1148|Colonial Heights,VA|Morgantown,WV
Taft,CA -> Tracy,CA|1149|Taft,CA|Tracy,CA
Alton,IL -> Columbus,OH|1150|Alton,IL|Columbus,OH
Medley,FL -> Montgomery,AL|1151|Medley,FL|Montgomery,AL
Paris,TX -> Pryor,OK|1152|Paris,TX|Pryor,OK
Beaumont,CA -> Tolleson,AZ|1153|Beaumont,CA|Tolleson,AZ
Brockton,MA -> Newark,NJ|1154|Brockton,MA|Newark,NJ
Houston,TX -> Greenville,TX|1155|Houston,TX|Greenville,TX
Fairfield,CA -> South San Francisco,CA|1156|Fairfield,CA|South San Francisco,CA
Wendover,UT -> Meridian,ID|1157|Wendover,UT|Meridian,ID
Carlisle,PA -> Annapolis,MD|1158|Carlisle,PA|Annapolis,MD
Cartersville,GA -> Columbia,SC|1159|Cartersville,GA|Columbia,SC
Granite City,IL -> Leland,MS|1160|Granite City,IL|Leland,MS
Martinsburg,WV -> Flint,MI|1161|Martinsburg,WV|Flint,MI
Prattville,AL -> Conover,NC|1162|Prattville,AL|Conover,NC
Lathrop,CA -> Tracy,CA|1163|Lathrop,CA|Tracy,CA
Neenah,WI -> Minneapolis,MN|1164|Neenah,WI|Minneapolis,MN
Medley,FL -> Rome,GA|1165|Medley,FL|Rome,GA
Winchester,VA -> East Berlin,PA|1166|Winchester,VA|East Berlin,PA
Sioux City,IA -> Northfield,MN|1167|Sioux City,IA|Northfield,MN
Edmond,OK -> Roanoke,TX|1168|Edmond,OK|Roanoke,TX
Aurora,CO -> Lincoln,NE|1169|Aurora,CO|Lincoln,NE
Williamsburg,VA -> Elkins,WV|1170|Williamsburg,VA|Elkins,WV
Conover,NC -> Evansville,IN|1171|Conover,NC|Evansville,IN
Columbus,OH -> Hazard,KY|1172|Columbus,OH|Hazard,KY
Baltimore,MD -> Lordstown,OH|1173|Baltimore,MD|Lordstown,OH
Cherry Hill,NJ -> Hebron,KY|1174|Cherry Hill,NJ|Hebron,KY
Reading,PA -> Olean,NY|1175|Reading,PA|Olean,NY
St. Louis,MO -> Des Moines,IA|1176|St. Louis,MO|Des Moines,IA
Jacksonville,FL -> Huntsville,AL|1177|Jacksonville,FL|Huntsville,AL
Philadelphia,PA -> Seymour,CT|1178|Philadelphia,PA|Seymour,CT
La Porte,TX -> San Antonio,TX|1179|La Porte,TX|San Antonio,TX
Houston,TX -> El Dorado,AR|1180|Houston,TX|El Dorado,AR
Tracy,CA -> Tracy,CA|1181|Tracy,CA|Tracy,CA
Crows Landing,CA -> Commerce,CA|1182|Crows Landing,CA|Commerce,CA
Pennsauken Township,NJ -> Farmingdale,NY|1183|Pennsauken Township,NJ|Farmingdale,NY
Cartersville,GA -> Valdosta,GA|1184|Cartersville,GA|Valdosta,GA
Owensboro,KY -> Grand Rapids,MI|1185|Owensboro,KY|Grand Rapids,MI
Fort Collins,CO -> Grand Island,NE|1186|Fort Collins,CO|Grand Island,NE
Modesto,CA -> Tracy,CA|1187|Modesto,CA|Tracy,CA
Portland,OR -> Ukiah,CA|1188|Portland,OR|Ukiah,CA
Los Angeles,CA -> Tracy,CA|1189|Los Angeles,CA|Tracy,CA
Cartersville,GA -> Soddy-Daisy,TN|1190|Cartersville,GA|Soddy-Daisy,TN
Philadelphia,PA -> Philadelphia,PA|1191|Philadelphia,PA|Philadelphia,PA
Dublin,VA -> Mount Holly,NC|1192|Dublin,VA|Mount Holly,NC
Hackettstown,NJ -> York,PA|1193|Hackettstown,NJ|York,PA
Kingston,NY -> New Bedford,MA|1194|Kingston,NY|New Bedford,MA
Clifton,NJ -> Rochester,NY|1195|Clifton,NJ|Rochester,NY
McAllen,TX -> Houston,TX|1196|McAllen,TX|Houston,TX
Christiansburg,VA -> Columbus,OH|1197|Christiansburg,VA|Columbus,OH
Jacksonville,FL -> Madisonville,LA|1198|Jacksonville,FL|Madisonville,LA
Los Angeles,CA -> Watsonville,CA|1199|Los Angeles,CA|Watsonville,CA
Franklin,IN -> Mount Vernon,OH|1200|Franklin,IN|Mount Vernon,OH
Houston,TX -> Vicksburg,MS|1201|Houston,TX|Vicksburg,MS
Indianapolis,IN -> Clinton,IA|1202|Indianapolis,IN|Clinton,IA
Bridgewater,NJ -> Rochester,NY|1203|Bridgewater,NJ|Rochester,NY
Newark,NJ -> Auburn,NY|1204|Newark,NJ|Auburn,NY
Philadelphia,PA -> Elyria,OH|1205|Philadelphia,PA|Elyria,OH
Wanaque,NJ -> Lynbrook,NY|1206|Wanaque,NJ|Lynbrook,NY
Colonial Heights,VA -> Linwood,NC|1207|Colonial Heights,VA|Linwood,NC
Jacksonville,FL -> Melbourne,FL|1208|Jacksonville,FL|Melbourne,FL
Lexington,KY -> Gastonia,NC|1209|Lexington,KY|Gastonia,NC
Jacksonville,FL -> Piedmont,SC|1210|Jacksonville,FL|Piedmont,SC
Waterloo,WI -> Wilmington,IL|1211|Waterloo,WI|Wilmington,IL
Lakewood Township,NJ -> Gastonia,NC|1212|Lakewood Township,NJ|Gastonia,NC
Kutztown,PA -> Shipshewana,IN|1213|Kutztown,PA|Shipshewana,IN
Kutztown,PA -> Auburn,NY|1214|Kutztown,PA|Auburn,NY
Jacksonville,FL -> Winston-Salem,NC|1215|Jacksonville,FL|Winston-Salem,NC
Pocomoke City,MD -> Rockville,MD|1216|Pocomoke City,MD|Rockville,MD
Cowarts,AL -> Montgomery,AL|1217|Cowarts,AL|Montgomery,AL
Milwaukie,OR -> Portland,OR|1218|Milwaukie,OR|Portland,OR
Kutztown,PA -> Deer Park,NY|1219|Kutztown,PA|Deer Park,NY
Bridgewater,NJ -> Canastota,NY|1220|Bridgewater,NJ|Canastota,NY
Atlanta,GA -> Gastonia,NC|1221|Atlanta,GA|Gastonia,NC
Newark,NJ -> Oneonta,NY|1222|Newark,NJ|Oneonta,NY
Sacramento,CA -> Tracy,CA|1223|Sacramento,CA|Tracy,CA
Livingston,CA -> Commerce,CA|1224|Livingston,CA|Commerce,CA
Roanoke,TX -> Opelousas,LA|1225|Roanoke,TX|Opelousas,LA
York,PA -> Hackettstown,NJ|1226|York,PA|Hackettstown,NJ
Philadelphia,PA -> Florence,SC|1227|Philadelphia,PA|Florence,SC
Laredo,TX -> Houston,TX|1228|Laredo,TX|Houston,TX
Carlisle,PA -> Hatfield,PA|1229|Carlisle,PA|Hatfield,PA
Colonial Heights,VA -> Philadelphia,PA|1230|Colonial Heights,VA|Philadelphia,PA
Kent,WA -> Auburn,WA|1231|Kent,WA|Auburn,WA
Linden,NJ -> York,PA|1232|Linden,NJ|York,PA
Houston,TX -> Summit,MS|1233|Houston,TX|Summit,MS
St. Louis,MO -> Bowling Green,KY|1234|St. Louis,MO|Bowling Green,KY
Jacksonville,FL -> Tampa,FL|1235|Jacksonville,FL|Tampa,FL
Arlington,TX -> Houston,TX|1236|Arlington,TX|Houston,TX
Compton,CA -> Irvine,CA|1237|Compton,CA|Irvine,CA
Long Branch,NJ -> York,PA|1238|Long Branch,NJ|York,PA
Sinking Spring,PA -> Brook Park,OH|1239|Sinking Spring,PA|Brook Park,OH
Narvon,PA -> Philadelphia,PA|1240|Narvon,PA|Philadelphia,PA
Jacksonville,FL -> Holiday,FL|1241|Jacksonville,FL|Holiday,FL
Edison,NJ -> Auburn,NY|1242|Edison,NJ|Auburn,NY
Zion,IL -> Detroit,MI|1243|Zion,IL|Detroit,MI
Fort Payne,AL -> Conover,NC|1244|Fort Payne,AL|Conover,NC
Cartersville,GA -> Birmingham,AL|1245|Cartersville,GA|Birmingham,AL
Hillside,NJ -> Auburn,NY|1246|Hillside,NJ|Auburn,NY
Jacksonville,FL -> Bowling Green,KY|1247|Jacksonville,FL|Bowling Green,KY
Cartersville,GA -> Albany,GA|1248|Cartersville,GA|Albany,GA
Jacksonville,FL -> Lakeland,FL|1249|Jacksonville,FL|Lakeland,FL
Jacksonville,FL -> Charlotte,NC|1250|Jacksonville,FL|Charlotte,NC
Newark,NJ -> Old Forge,PA|1251|Newark,NJ|Old Forge,PA
Wilson,NC -> Battleboro,NC|1252|Wilson,NC|Battleboro,NC
Braithwaite,LA -> Chapel Hill,TN|1253|Braithwaite,LA|Chapel Hill,TN
Cranbury Township,NJ -> Annapolis,MD|1254|Cranbury Township,NJ|Annapolis,MD
1,LA -> Birmingham,AL|1255|1,LA|Birmingham,AL
Romulus,MI -> Toledo,OH|1256|Romulus,MI|Toledo,OH
Williamsburg,VA -> Romney,WV|1257|Williamsburg,VA|Romney,WV
Lancaster,PA -> Newark,NJ|1258|Lancaster,PA|Newark,NJ
Los Angeles,CA -> Temecula,CA|1259|Los Angeles,CA|Temecula,CA
Newark,NJ -> Olean,NY|1260|Newark,NJ|Olean,NY
Columbia,PA -> Newark,NJ|1261|Columbia,PA|Newark,NJ
Miami,FL -> Commerce,GA|1262|Miami,FL|Commerce,GA
Bridgewater,NJ -> Springfield,MA|1263|Bridgewater,NJ|Springfield,MA
Cartersville,GA -> Columbus,GA|1264|Cartersville,GA|Columbus,GA
Tampa,FL -> Laceys Spring,AL|1265|Tampa,FL|Laceys Spring,AL
Cartersville,GA -> Sylva,NC|1266|Cartersville,GA|Sylva,NC
Edison,NJ -> Sandston,VA|1267|Edison,NJ|Sandston,VA
Cartersville,GA -> Rock Hill,SC|1268|Cartersville,GA|Rock Hill,SC
Pompano Beach,FL -> Orlando,FL|1269|Pompano Beach,FL|Orlando,FL
Jacksonville,FL -> Birmingham,AL|1270|Jacksonville,FL|Birmingham,AL
Colonial Heights,VA -> Winston-Salem,NC|1271|Colonial Heights,VA|Winston-Salem,NC
Colonial Heights,VA -> Salem,VA|1272|Colonial Heights,VA|Salem,VA
Cartersville,GA -> Spartanburg,SC|1273|Cartersville,GA|Spartanburg,SC
Chicago,IL -> Alton,IL|1274|Chicago,IL|Alton,IL
Baldwinsville,NY -> Little Falls,NY|1275|Baldwinsville,NY|Little Falls,NY
Morris,IL -> Grand Rapids,MI|1276|Morris,IL|Grand Rapids,MI
Dallas,TX -> Houston,TX|1277|Dallas,TX|Houston,TX
Brooks,OR -> Coos Bay,OR|1278|Brooks,OR|Coos Bay,OR
Bridgewater,NJ -> Woodlawn,MD|1279|Bridgewater,NJ|Woodlawn,MD
Wanaque,NJ -> Savannah,NY|1280|Wanaque,NJ|Savannah,NY
McDonough,GA -> College Park,GA|1281|McDonough,GA|College Park,GA
Plant City,FL -> Cleveland,TN|1282|Plant City,FL|Cleveland,TN
Jacksonville,FL -> Myrtle Beach,SC|1283|Jacksonville,FL|Myrtle Beach,SC
Richmond,CA -> Tracy,CA|1284|Richmond,CA|Tracy,CA
Warrenton,VA -> Ephrata,PA|1285|Warrenton,VA|Ephrata,PA
Lakeland,FL -> Piedmont,SC|1286|Lakeland,FL|Piedmont,SC
Cartersville,GA -> Hickory,NC|1287|Cartersville,GA|Hickory,NC
Philadelphia,PA -> Cleveland,OH|1288|Philadelphia,PA|Cleveland,OH
Kent,WA -> Pacific,WA|1289|Kent,WA|Pacific,WA
Wanaque,NJ -> Olean,NY|1290|Wanaque,NJ|Olean,NY
Normal,IL -> Dowagiac,MI|1291|Normal,IL|Dowagiac,MI
Fort Collins,CO -> Colorado Springs,CO|1292|Fort Collins,CO|Colorado Springs,CO
Normal,IL -> Bryan,OH|1293|Normal,IL|Bryan,OH
York,PA -> Newark,NJ|1294|York,PA|Newark,NJ
Houston,TX -> Llano,TX|1295|Houston,TX|Llano,TX
Linden,NJ -> Ephrata,PA|1296|Linden,NJ|Ephrata,PA
Ontario,CA -> El Monte,CA|1297|Ontario,CA|El Monte,CA
Dothan,AL -> Montgomery,AL|1298|Dothan,AL|Montgomery,AL
Pasadena,TX -> Commerce,TX|1299|Pasadena,TX|Commerce,TX
Medley,FL -> Orlando,FL|1300|Medley,FL|Orlando,FL
Conover,NC -> Carrollton,GA|1301|Conover,NC|Carrollton,GA
Bristol,PA -> Kane,PA|1302|Bristol,PA|Kane,PA
Orlando,FL -> Fort Payne,AL|1303|Orlando,FL|Fort Payne,AL
Bronx,NY -> Newark,NJ|1304|Bronx,NY|Newark,NJ
Kansas City,MO -> Cedar Rapids,IA|1305|Kansas City,MO|Cedar Rapids,IA
Candler,NC -> Atlanta,GA|1306|Candler,NC|Atlanta,GA
Westfield,MA -> Avon,MA|1307|Westfield,MA|Avon,MA
Savannah,GA -> Gastonia,NC|1308|Savannah,GA|Gastonia,NC
Jurupa Valley,CA -> Irvine,CA|1309|Jurupa Valley,CA|Irvine,CA
Baldwinsville,NY -> Bernhards Bay,NY|1310|Baldwinsville,NY|Bernhards Bay,NY
Dallas,TX -> Lowell,AR|1311|Dallas,TX|Lowell,AR
Fort Collins,CO -> North Platte,NE|1312|Fort Collins,CO|North Platte,NE
Mukilteo,WA -> Pacific,WA|1313|Mukilteo,WA|Pacific,WA
Frankfort,KY -> Clyde,OH|1314|Frankfort,KY|Clyde,OH
Columbus,OH -> Port Huron,MI|1315|Columbus,OH|Port Huron,MI
Wanaque,NJ -> Castile,NY|1316|Wanaque,NJ|Castile,NY
Plant City,FL -> Commerce,GA|1317|Plant City,FL|Commerce,GA
Plant City,FL -> Athens,TN|1318|Plant City,FL|Athens,TN
La Mirada,CA -> Santa Ana,CA|1319|La Mirada,CA|Santa Ana,CA
Granite City,IL -> Dixon,IL|1320|Granite City,IL|Dixon,IL
Pennsauken Township,NJ -> York,PA|1321|Pennsauken Township,NJ|York,PA
Reading,PA -> Brook Park,OH|1322|Reading,PA|Brook Park,OH
1,LA -> Homewood,AL|1323|1,LA|Homewood,AL
Johnston,RI -> Newark,NJ|1324|Johnston,RI|Newark,NJ
Colonial Heights,VA -> Upper Marlboro,MD|1325|Colonial Heights,VA|Upper Marlboro,MD
Taunton,MA -> Westfield,MA|1326|Taunton,MA|Westfield,MA
Raleigh,NC -> Gastonia,NC|1327|Raleigh,NC|Gastonia,NC
Newark,NJ -> Fredericksburg,VA|1328|Newark,NJ|Fredericksburg,VA
Casa Grande,AZ -> Palmdale,CA|1329|Casa Grande,AZ|Palmdale,CA
Newark,NJ -> Brooklyn,NY|1330|Newark,NJ|Brooklyn,NY
Gaston,SC -> Gastonia,NC|1331|Gaston,SC|Gastonia,NC
Philadelphia,PA -> Newark,NJ|1332|Philadelphia,PA|Newark,NJ
Bolingbrook,IL -> Wood Dale,IL|1333|Bolingbrook,IL|Wood Dale,IL
Colonial Heights,VA -> Annapolis,MD|1334|Colonial Heights,VA|Annapolis,MD
Midland City,AL -> Laceys Spring,AL|1335|Midland City,AL|Laceys Spring,AL
Hillsborough Township,NJ -> Philadelphia,PA|1336|Hillsborough Township,NJ|Philadelphia,PA
Granite City,IL -> Villa Park,IL|1337|Granite City,IL|Villa Park,IL
Christiansburg,VA -> Lebanon,OH|1338|Christiansburg,VA|Lebanon,OH
Jacksonville,FL -> Charleston,SC|1339|Jacksonville,FL|Charleston,SC
Houston,TX -> Corpus Christi,TX|1340|Houston,TX|Corpus Christi,TX
Modesto,CA -> Modesto,CA|1341|Modesto,CA|Modesto,CA
Conover,NC -> Claremont,NC|1342|Conover,NC|Claremont,NC
Baltimore,MD -> Berryville,VA|1343|Baltimore,MD|Berryville,VA
Burlington,NC -> Commerce,GA|1344|Burlington,NC|Commerce,GA
Brook Park,OH -> Reading,PA|1345|Brook Park,OH|Reading,PA
Salem,OR -> Portland,OR|1346|Salem,OR|Portland,OR
Pennsauken Township,NJ -> Newark,NJ|1347|Pennsauken Township,NJ|Newark,NJ
La Porte,TX -> Fort Worth,TX|1348|La Porte,TX|Fort Worth,TX
Newark,NJ -> Mount Vernon,NY|1349|Newark,NJ|Mount Vernon,NY
Stamford,CT -> Newark,NJ|1350|Stamford,CT|Newark,NJ
Pine Mountain Valley,GA -> Gastonia,NC|1351|Pine Mountain Valley,GA|Gastonia,NC
Orlando,FL -> Laceys Spring,AL|1352|Orlando,FL|Laceys Spring,AL
Greenville,SC -> Laceys Spring,AL|1353|Greenville,SC|Laceys Spring,AL
Newport,TN -> Laceys Spring,AL|1354|Newport,TN|Laceys Spring,AL
Greencastle,IN -> Winchester,KY|1355|Greencastle,IN|Winchester,KY
Pittston,PA -> Ephrata,PA|1356|Pittston,PA|Ephrata,PA
Philadelphia,PA -> Altoona,PA|1357|Philadelphia,PA|Altoona,PA
Columbus,OH -> Owosso,MI|1358|Columbus,OH|Owosso,MI
Chester,VA -> Gastonia,NC|1359|Chester,VA|Gastonia,NC
Dallas,TX -> Muskogee,OK|1360|Dallas,TX|Muskogee,OK
Omaha,NE -> Kansas City,MO|1361|Omaha,NE|Kansas City,MO
Atlanta,GA -> Morrow,GA|1362|Atlanta,GA|Morrow,GA
Cartersville,GA -> Tullahoma,TN|1363|Cartersville,GA|Tullahoma,TN
Gastonia,NC -> Monroe,GA|1364|Gastonia,NC|Monroe,GA
Cartersville,GA -> Huntsville,AL|1365|Cartersville,GA|Huntsville,AL
Wanaque,NJ -> Farmingdale,NY|1366|Wanaque,NJ|Farmingdale,NY
San Antonio,TX -> Houston,TX|1367|San Antonio,TX|Houston,TX
Alton,IL -> Channahon,IL|1368|Alton,IL|Channahon,IL
Toledo,OH -> Mount Vernon,OH|1369|Toledo,OH|Mount Vernon,OH
Everett,MA -> Newark,NJ|1370|Everett,MA|Newark,NJ
Baltimore,MD -> Sayreville,NJ|1371|Baltimore,MD|Sayreville,NJ
Davenport,IA -> Gurnee,IL|1372|Davenport,IA|Gurnee,IL
Cartersville,GA -> Attalla,AL|1373|Cartersville,GA|Attalla,AL
Porterville,CA -> Garden Grove,CA|1374|Porterville,CA|Garden Grove,CA
Jackson,TN -> Laceys Spring,AL|1375|Jackson,TN|Laceys Spring,AL
Newark,DE -> Philadelphia,PA|1376|Newark,DE|Philadelphia,PA
Wellton,AZ -> Garden Grove,CA|1377|Wellton,AZ|Garden Grove,CA
Windsor Locks,CT -> York,PA|1378|Windsor Locks,CT|York,PA
Jacksonville,FL -> Savannah,GA|1379|Jacksonville,FL|Savannah,GA
Brooklyn,NY -> Newark,NJ|1380|Brooklyn,NY|Newark,NJ
Baltimore,MD -> Altoona,PA|1381|Baltimore,MD|Altoona,PA
Williams Township,PA -> Newark,NJ|1382|Williams Township,PA|Newark,NJ
Santa Ana,CA -> Carson,CA|1383|Santa Ana,CA|Carson,CA
Santa Ana,CA -> Jurupa Valley,CA|1384|Santa Ana,CA|Jurupa Valley,CA
Edgemere,MD -> Fleetwood,PA|1385|Edgemere,MD|Fleetwood,PA
Marion,VA -> Commerce,GA|1386|Marion,VA|Commerce,GA
Pottstown,PA -> Newark,NJ|1387|Pottstown,PA|Newark,NJ
Queens,NY -> Newark,NJ|1388|Queens,NY|Newark,NJ
Troy,AL -> Laceys Spring,AL|1389|Troy,AL|Laceys Spring,AL
New Castle,DE -> Midlothian,VA|1390|New Castle,DE|Midlothian,VA
Casa Grande,AZ -> San Diego,CA|1391|Casa Grande,AZ|San Diego,CA
Carthage,MO -> Pryor,OK|1392|Carthage,MO|Pryor,OK
Cartersville,GA -> Atlanta,GA|1393|Cartersville,GA|Atlanta,GA
Kansas City,MO -> Troy,MO|1394|Kansas City,MO|Troy,MO
Edgemere,MD -> Altoona,PA|1395|Edgemere,MD|Altoona,PA
Walpole,MA -> Newark,NJ|1396|Walpole,MA|Newark,NJ
Waterbury,CT -> Newark,NJ|1397|Waterbury,CT|Newark,NJ
Springfield,MA -> Newark,NJ|1398|Springfield,MA|Newark,NJ
Colonial Heights,VA -> Danville,VA|1399|Colonial Heights,VA|Danville,VA
Bridgewater,NJ -> York,PA|1400|Bridgewater,NJ|York,PA
Orlando,FL -> Commerce,GA|1401|Orlando,FL|Commerce,GA
Edinburg,VA -> York,PA|1402|Edinburg,VA|York,PA
Winchester,VA -> York,PA|1403|Winchester,VA|York,PA
Newark,NJ -> Wilkes-Barre,PA|1404|Newark,NJ|Wilkes-Barre,PA
Orlando,FL -> Plant City,FL|1405|Orlando,FL|Plant City,FL
Greenville,SC -> Fort Payne,AL|1406|Greenville,SC|Fort Payne,AL
Norcross,GA -> Atlanta,GA|1407|Norcross,GA|Atlanta,GA
Braselton,GA -> Laceys Spring,AL|1408|Braselton,GA|Laceys Spring,AL
Lynn,MA -> Newark,NJ|1409|Lynn,MA|Newark,NJ
Elk Grove,CA -> Commerce,CA|1410|Elk Grove,CA|Commerce,CA
Jacksonville,FL -> Evans,GA|1411|Jacksonville,FL|Evans,GA
Bushnell,FL -> Savannah,GA|1412|Bushnell,FL|Savannah,GA
Fresno,CA -> Colton,CA|1413|Fresno,CA|Colton,CA
Casa Grande,AZ -> Commerce,CA|1414|Casa Grande,AZ|Commerce,CA
Livermore,CA -> Gardena,CA|1415|Livermore,CA|Gardena,CA
Sunnyvale,TX -> Roanoke,TX|1416|Sunnyvale,TX|Roanoke,TX
Freeport,NY -> Brooklyn,NY|1417|Freeport,NY|Brooklyn,NY
Cantua Creek,CA -> Garden Grove,CA|1418|Cantua Creek,CA|Garden Grove,CA
Phoenix,AZ -> Downey,CA|1419|Phoenix,AZ|Downey,CA
Broadalbin,NY -> Frankfort,NY|1420|Broadalbin,NY|Frankfort,NY
Hackettstown,NJ -> Long Branch,NJ|1421|Hackettstown,NJ|Long Branch,NJ
Wanaque,NJ -> Ocean City,NJ|1422|Wanaque,NJ|Ocean City,NJ
Tennille,GA -> Vienna,GA|1423|Tennille,GA|Vienna,GA
Mount Vernon,OH -> Botkins,OH|1424|Mount Vernon,OH|Botkins,OH
Plant City,FL -> Atlanta,GA|1425|Plant City,FL|Atlanta,GA
St. Louis,MO -> Herculaneum,MO|1426|St. Louis,MO|Herculaneum,MO
Davenport,IA -> Normal,IL|1427|Davenport,IA|Normal,IL
Newton,NJ -> Newark,NJ|1428|Newton,NJ|Newark,NJ
West Palm Beach,FL -> Tampa,FL|1429|West Palm Beach,FL|Tampa,FL
Nashville,TN -> Laceys Spring,AL|1430|Nashville,TN|Laceys Spring,AL
Philadelphia,PA -> Fleetwood,PA|1431|Philadelphia,PA|Fleetwood,PA
Mount Vernon,OH -> Dayton,OH|1432|Mount Vernon,OH|Dayton,OH
Ocean Township,NJ -> Newark,NJ|1433|Ocean Township,NJ|Newark,NJ
Romeoville,IL -> Shipshewana,IN|1434|Romeoville,IL|Shipshewana,IN
Lancaster,TX -> Denison,TX|1435|Lancaster,TX|Denison,TX
Saint Michael,MN -> Minneapolis,MN|1436|Saint Michael,MN|Minneapolis,MN
Botkins,OH -> Mount Vernon,OH|1437|Botkins,OH|Mount Vernon,OH
Parma,OH -> Mount Vernon,OH|1438|Parma,OH|Mount Vernon,OH
Bremen,IN -> Elk Grove Village,IL|1439|Bremen,IN|Elk Grove Village,IL
Cartersville,GA -> LaGrange,GA|1440|Cartersville,GA|LaGrange,GA
Cartersville,GA -> Forest Park,GA|1441|Cartersville,GA|Forest Park,GA
Plant City,FL -> Jacksonville,FL|1442|Plant City,FL|Jacksonville,FL
Conover,NC -> Newton,NC|1443|Conover,NC|Newton,NC
Chester,PA -> Philadelphia,PA|1444|Chester,PA|Philadelphia,PA
Hawthorne,CA -> Los Angeles,CA|1445|Hawthorne,CA|Los Angeles,CA
Kutztown,PA -> Ephrata,PA|1446|Kutztown,PA|Ephrata,PA
